Word,Length,LgSUBTLWF,Concreteness_Rating,Semantic_Neighborhood_Density,Age_Of_Acquisition,BG_Sum
ignorant,8,2.51,1.62,0.51,9.5,14241
ignore,6,2.98,2.22,0.57,6.74,9172
iguana,6,1.61,4.83,0.36,7.61,6557
ill,3,3.04,3.21,0.64,5.6,3064
illegal,7,3.08,2.37,0.64,9.21,10592
illegitimate,12,1.84,1.82,0.57,9.95,25588
illicit,7,1.57,1.89,0.54,12,11267
illogical,9,1.48,1.38,0.33,11,12776
illuminate,10,1.63,3.55,0.43,9.2,22545
illuminated,11,1.28,3.66,0.55,9.2,27030
illumination,12,1.54,3.28,0.55,10.5,30041
illusion,8,2.63,2.48,0.58,9.24,13925
illustrate,10,1.61,3.31,0.57,8.32,22052
illustration,12,1.4,4.36,0.58,7.95,29548
image,5,3.06,3.85,0.67,8.5,4576
images,6,2.6,#,0.65,8.5,9065
imaginary,9,2.35,1.74,0.57,6.47,15864
imagination,11,2.95,1.69,0.59,6.28,28337
imaginative,11,1.85,1.82,0.52,8.74,23997
imagine,7,3.62,1.53,0.57,6.06,13113
imbecile,8,2.17,3,0.2,11.17,9325
imbibe,6,0.95,#,0.21,15.08,3199
imitate,7,1.97,2.66,0.5,9.2,14903
imitation,9,2.15,2.83,0.55,9,22399
immaculate,10,1.61,2.48,0.49,9.72,16714
immature,8,2.23,2.35,0.5,9.06,13779
immediate,9,2.76,2.1,0.66,8.76,19082
immediately,11,3.39,2.3,0.69,6.77,22360
immense,7,1.92,2.21,0.59,11.24,10727
immerse,7,1.18,2.79,0.3,9.68,12686
immigrant,9,1.9,3.72,0.59,9.78,13832
immigration,11,2.11,3.03,0.62,12.63,23403
immobile,8,1.42,2.86,0.38,10.05,8070
immoral,7,2.13,1.59,0.5,11.11,11175
immortal,8,2.42,2,0.56,10.47,10945
immune,6,2.35,2.43,0.58,12.32,5770
immunity,8,2.34,2.07,0.56,12.26,7892
imp,3,1.18,#,0.38,11.47,1779
impact,6,2.68,2.59,0.67,9.95,5480
impaired,8,1.64,2.44,0.56,11.67,13632
impairment,10,1.04,2.48,0.56,11.63,13763
impartial,9,1.72,1.81,0.45,11.16,15806
impatience,10,1.56,1.93,0.29,7.89,19934
impatient,9,2.32,2.38,0.41,7.39,19922
impede,6,1.43,2.73,0.44,13.26,10528
impediment,10,1.49,2.56,0.37,13.47,19265
imperative,10,2.11,1.36,0.52,13.24,24446
imperfect,9,1.7,2.18,0.49,10.45,12750
imperfection,12,1.2,2.07,0.26,9.83,24641
imperial,8,2.1,2.52,0.65,14.28,16662
imperialism,11,1.08,1.93,0.55,12.68,22695
impish,6,0.78,1.68,0.2,11.94,6654
implement,9,1.81,2.33,0.61,12.11,15558
implication,11,1.69,1.61,0.55,12.22,25471
implode,7,1.26,3.64,0.22,13.83,7161
imply,5,2.14,1.86,0.58,10.78,4100
impolite,8,1.83,1.96,0.24,7.26,13472
import,6,2.05,2.52,0.59,10.37,6611
importance,10,2.59,1.75,0.66,6.8,15001
important,9,4.03,2.14,0.69,5.79,14989
impose,6,2.16,1.93,0.56,12.26,5730
impossible,10,3.48,1.66,0.65,7.32,11958
impoverished,12,1.48,2.22,0.55,13.26,24620
imprecise,9,0.95,1.93,0.36,12.18,14743
impress,7,2.72,2.07,0.53,10.17,13725
impression,10,2.98,2.23,0.6,9.33,22537
impressive,10,2.94,2.07,0.63,9.48,18197
imprison,8,1.32,3.35,0.36,9.84,14144
imprisonment,12,1.97,3.46,0.58,10.06,22806
improbable,10,1.58,1.85,0.43,12.32,12004
improper,8,1.76,1.69,0.55,9.42,13842
improve,7,2.62,1.82,0.65,7.47,7708
improvement,11,2.3,2.6,0.63,8.05,17294
impulse,7,2.43,2.52,0.56,9,5656
impulsive,9,2.14,2.25,0.37,10.39,8097
inability,9,1.91,2,0.59,10.67,17018
inaccurate,10,1.43,2.33,0.55,10.41,23722
inadequate,10,1.98,1.96,0.59,11.95,21659
inanimate,9,1.59,3.24,0.43,12.16,24480
inappropriate,13,2.53,1.59,0.57,10.16,27868
inattentive,11,0.7,1.83,0.2,11.9,31970
incapable,9,2.24,1.64,0.55,11.5,17684
incense,7,1.97,4.04,0.44,10.45,17643
incentive,9,2,2.26,0.56,12.55,24325
inception,9,1.34,1.78,0.6,14.11,22868
incest,6,1.65,2.24,0.48,12.26,17994
inch,4,2.8,4.37,0.61,5.11,9825
incident,8,2.95,2.86,0.66,10.1,19575
inclination,11,1.63,2.03,0.47,11.88,36029
incline,7,1.3,3.97,0.48,10.9,20805
inclined,8,2.23,2.64,0.56,10.63,25290
include,7,2.76,2.48,0.69,6.47,12426
included,8,2.58,2.14,0.69,6.47,16911
inclusive,9,1.08,1.64,0.56,11.89,15408
incognito,9,1.53,1.83,0.34,#,16592
income,6,2.58,3.07,0.59,9.67,13739
incompetence,12,1.89,2.18,0.44,11.74,27134
incompetent,11,2.29,2.03,0.49,11.42,27122
incomplete,10,2.04,2.21,0.59,7.95,22818
inconsiderate,13,1.87,2.14,0.2,9.72,40236
inconsistent,12,1.75,2.17,0.56,10.7,36494
inconvenience,13,2.36,1.73,0.39,9.37,30952
incorporate,11,1.6,2.15,0.61,13.67,29318
incorrect,9,2.06,2.07,0.58,6.65,21096
increase,8,2.64,2.61,0.67,7.42,18944
increasing,10,2.21,2.45,0.67,#,29425
incredible,10,3.29,1.93,0.59,8.8,24998
increment,9,0.48,3.07,0.4,10.67,23232
indecent,8,1.96,1.86,0.42,12.06,21041
indecisive,10,1.45,2,0.37,11.67,20792
indeed,6,3.32,1.72,0.67,7.74,16628
indefinite,10,1.32,1.36,0.49,11.16,27505
indent,6,0.85,3.07,0.25,10.26,18107
independence,12,2.31,1.87,0.65,8.53,28635
independent,11,2.68,2.04,0.68,9.28,28623
index,5,2.03,3.43,0.62,7.89,11877
India,5,1.86,#,0.67,#,11669
Indian,6,2.25,#,0.68,#,15152
Indians,7,2.17,#,0.63,#,17008
indicate,8,2.63,2.39,0.65,9.74,23220
indication,10,2.26,1.97,0.58,12,30716
indifferent,11,1.77,1.89,0.48,10.47,29564
indigenous,10,1.76,2.24,0.63,13.41,20336
indigestion,11,1.98,3.57,0.34,10.11,32523
indignant,9,1.38,1.71,0.31,12.28,19539
indignation,11,1.4,2.37,0.38,13.18,29110
indigo,6,1.23,4.36,0.51,8.89,11728
indirect,8,1.34,2.57,0.59,11.26,18341
individual,10,2.78,3.52,0.68,7.7,16895
Indonesia,9,1.26,#,0.61,#,23448
indoors,7,2.1,4.17,0.49,4.64,14409
indulge,7,2.17,2.56,0.38,11.44,11329
indulgent,9,1.32,1.55,0.24,11.84,18163
industrial,10,2.37,3,0.66,10.22,22810
industrious,11,1.26,2,0.33,11.55,24277
industry,8,2.78,3.29,0.67,10.44,16386
inedible,8,1.28,2.58,0.4,11.2,20537
ineffective,11,1.49,1.57,0.56,10.68,20598
inefficient,11,1.34,2,0.55,10.78,22200
inept,5,1.64,1.74,0.4,14.29,10222
inequality,10,0.6,2.28,0.56,9.68,18970
inertia,7,1.51,2.43,0.52,12.84,22247
inevitable,10,2.46,1.54,0.58,11.6,20088
inexpensive,11,1.58,2.22,0.57,8.05,21774
inexperience,12,1.23,1.83,0.37,11.16,28765
inexperienced,13,1.77,1.9,0.52,11.26,33250
infamous,8,2.06,1.76,0.61,11,12726
infant,6,2.33,4.93,0.59,6.42,14175
infatuation,11,1.64,2.24,0.39,12.6,29103
infect,6,1.8,2.88,0.48,9.15,10258
infected,8,2.63,3.24,0.57,9.15,19138
infection,9,2.65,4.1,0.58,8.05,22149
infectious,10,1.82,2.3,0.57,11.21,20686
infer,5,1.48,2.15,0.45,12.71,13979
inference,9,1.11,1.65,0.55,13.32,25367
inferior,8,2.2,1.7,0.58,10.57,22115
inferno,7,1.68,3.72,0.5,10.53,15251
infertile,9,1.18,2.46,0.36,14.32,24607
infestation,11,1.56,3.55,0.45,11.83,33820
infidel,7,1.75,2.03,0.3,11.56,13227
infidelity,10,1.83,2.07,0.47,13.89,18854
infinite,8,2.25,1.59,0.59,9.6,23031
infinity,8,1.94,#,0.56,8.83,19338
inflamed,8,1.53,3.14,0.37,#,16909
influence,9,2.88,2.11,0.68,10.32,15549
influential,11,1.91,1.86,0.64,11.05,24498
influenza,9,1.42,3.79,0.57,10.37,12707
info,4,2.28,2.39,0.53,9.37,7836
inform,6,2.81,2.25,0.58,8.79,11173
informal,8,1.94,2.22,0.61,10.32,15917
information,11,3.66,2.87,0.68,7.19,28925
informative,11,1.56,1.54,0.48,10.16,24585
informed,8,2.8,1.71,0.64,8.79,17399
infrequent,10,0.78,1.7,0.46,9.32,20060
infuriate,9,0.7,2.07,0.2,10.5,21579
ingredient,10,2.13,3.84,0.58,7.85,30568
ingredients,11,2.04,4.16,0.57,6.69,31574
inhabit,7,1.53,3.21,0.56,12.22,11953
inhabitant,10,0.95,3.32,0.39,9.6,20331
inhale,6,2.08,3.84,0.3,7.26,14634
inherent,8,1.49,1.64,0.59,12.32,26296
inherit,7,2.26,2.04,0.5,9.05,19971
inheritance,11,2.21,3.1,0.58,12.05,28361
inhibit,7,1.26,2.1,0.54,11.11,11282
initial,7,2.51,3.03,0.69,8.29,19566
initiate,8,2.23,2.71,0.57,10.17,25078
inject,6,2.09,4.28,0.4,10.17,9550
injection,9,2.33,3.86,0.58,10.68,21441
injure,6,1.72,3.48,0.43,7.53,13038
injured,7,2.73,3.86,0.63,7.53,17523
injury,6,2.72,4,0.63,7.56,9130
injustice,9,2.22,1.4,0.56,10.89,20876
ink,3,2.58,4.56,0.57,5.16,7196
inlet,5,1.38,4.08,0.57,9.76,11804
inmate,6,2.14,4.19,0.57,8.9,17253
inn,3,2.63,4.64,0.6,7.52,7276
innate,6,1.6,1.73,0.53,13.58,17279
inner,5,2.71,2.86,0.65,7.94,15713
innocence,9,2.53,1.89,0.57,9.39,17202
innocent,8,3.44,1.54,0.61,5.95,17190
innovation,10,1.54,1.97,0.62,12.68,25155
innovative,10,1.72,2.17,0.63,11.17,20815
input,5,2.19,2.5,0.62,10.67,8328
inquire,7,1.94,2.38,0.39,10.4,13282
inquiry,7,2.25,2.7,0.6,11.37,9374
inquisition,11,1.36,2.17,0.51,12.5,26456
inquisitive,11,1.72,1.83,0.31,12.12,22116
insane,6,3.3,1.77,0.58,7.96,15260
insanity,8,2.59,2.34,0.54,7.33,17382
insect,6,2.21,4.89,0.57,4.75,13238
insects,7,2.2,#,0.58,4.75,14244
insecure,8,2.32,1.84,0.43,12.11,18652
insensitive,11,2.28,1.66,0.41,9.91,27895
insert,6,2.15,2.57,0.56,8.2,17962
insertion,9,1.52,2.56,0.55,9.58,29853
inside,6,4.03,3.67,0.68,4.77,13911
insight,7,2.16,1.72,0.59,10.95,12093
insignificant,13,2.13,1.9,0.48,11.59,24943
insincere,9,1.23,1.76,0.23,11.17,31093
insinuate,9,1.53,1.77,0.17,13.43,26643
insipid,7,1.51,#,0.23,16.93,12657
insist,6,2.96,2.14,0.53,8.33,16788
insomnia,8,1.95,2.68,0.45,13.05,13464
inspect,7,2.12,3.31,0.47,8.21,13699
inspector,9,3.05,4.62,0.6,8.84,17819
inspiration,11,2.56,2.18,0.64,10.67,30407
inspirational,13,1.8,1.56,0.53,10.26,34898
inspire,7,2.3,1.74,0.56,8.11,15767
inspired,8,2.59,1.55,0.67,8.11,20252
inspiring,9,2.15,1.55,0.56,#,24913
install,7,2.14,3.19,0.57,10.14,18889
instance,8,2.93,1.97,0.67,9.57,20721
instant,7,2.74,2.7,0.6,7.05,20709
instantaneous,13,1.51,2.28,0.5,11.89,31729
instead,7,3.61,1.48,0.7,6.68,19592
instinct,8,2.59,2,0.52,10.65,26540
instinctive,11,1.34,1.56,0.36,11.58,34091
institution,11,2.6,3.33,0.65,10.05,32857
instruct,8,1.94,2.48,0.47,9,16266
instruction,11,2.02,3.37,0.63,7.47,28157
instructions,12,2.9,#,0.62,7.47,30013
instructor,10,2.38,4.26,0.59,8.19,20386
instruments,11,2.42,#,0.64,6.94,24894
insufficient,12,1.74,1.75,0.59,10.22,22319
insulin,7,2.03,4.37,0.57,11.32,20304
insult,6,2.81,2.79,0.53,8.63,11032
insurance,9,3.29,2.86,0.63,11.4,20603
insure,6,1.74,2.41,0.47,10.59,15522
intake,6,1.83,3.34,0.57,12.84,13034
integer,7,0.9,3.48,0.59,10.22,22130
integral,8,1.58,2.03,0.62,14.33,21679
integrate,9,1.61,2.08,0.57,11.47,27191
integration,11,1.53,1.89,0.63,11.21,34687
integrity,9,2.57,1.44,0.61,10.72,21258
intellect,9,2.04,2.36,0.56,10.68,23531
intellectual,12,2.37,1.81,0.63,10.9,27771
intelligence,12,2.99,2.24,0.65,8.56,29297
intelligent,11,2.84,2.46,0.62,8.28,29285
intend,6,3.07,1.71,0.55,8.94,19901
intended,8,2.78,1.85,0.68,8.94,26987
intense,7,2.72,2.41,0.64,9.67,22026
intensity,9,2.11,2.14,0.6,11.26,24572
intent,6,2.46,1.52,0.63,9.37,21157
intention,9,2.75,1.7,0.64,9.42,33048
intentional,11,1.88,2.1,0.56,8.74,37539
intentions,10,2.57,#,0.59,9.42,34904
inter,5,1.28,2.22,0.56,11.73,20485
interact,8,1.87,2.88,0.58,9.58,26198
interaction,11,1.79,2.74,0.63,9.42,38089
intercourse,11,2.29,3.93,0.58,11.72,29919
interested,10,3.64,2.19,0.66,8.83,41961
interesting,11,3.65,1.6,0.65,6.95,48672
interface,9,1.89,2.81,0.61,12.85,24143
interfere,9,2.69,2.59,0.56,10.44,31894
interior,8,2.43,3.59,0.65,9.32,28621
interject,9,1.38,2,0.18,11.68,23081
intern,6,2.37,3.86,0.51,14,20958
internal,8,2.7,2.41,0.67,10.39,25449
international,13,2.86,2.82,0.68,8.67,42948
interpret,9,2.1,2.34,0.57,9.56,27993
interpretation,14,2.12,1.4,0.64,10.17,45942
interrogate,11,2,2.48,0.36,11.44,32902
interrogation,13,2.46,3.33,0.56,10.67,40398
interrupt,9,2.98,3,0.52,6.94,22495
intersection,12,2.07,4.14,0.58,10.17,38317
interstate,10,2.05,3.93,0.59,9.68,35972
interval,8,1.66,2.57,0.58,10.56,24233
intervene,9,1.86,2.57,0.55,11.72,28694
intervention,12,2.27,2.85,0.62,13.11,41328
interview,9,3.18,3.36,0.65,10.53,23031
intestine,9,1.72,4.55,0.53,9.28,36324
intestines,10,1.94,4.74,0.47,9.28,40813
intimacy,8,2.23,1.96,0.5,12.58,18911
intimate,8,2.55,2.07,0.58,13.29,25847
intimidate,10,1.94,1.75,0.4,11.22,26919
into,4,4.63,2.3,0.7,6.52,11294
intolerant,10,1.65,2.14,0.37,11,31781
intoxicated,11,1.72,3.56,0.47,11.33,28691
intrepid,8,1.51,1.93,0.41,11,18499
intricate,9,1.73,2.36,0.56,11.5,27161
intrigue,8,1.89,2,0.47,10.68,16088
intrigued,9,1.96,1.85,0.47,10.93,20573
intriguing,10,2.12,1.59,0.48,10.31,26935
intrinsic,9,1.04,1.69,0.56,15.54,27231
introduce,9,3.25,2.62,0.62,8.21,16729
introduction,12,2.34,3,0.67,8,28127
introspective,13,1.2,1.52,0.43,13.57,27088
introvert,9,0.6,2.25,0.23,12.41,23366
introverted,11,0.95,2.03,0.32,#,32246
intrude,7,2.11,2.81,0.25,9.44,15238
intrusive,9,1.51,1.42,0.4,13.31,18220
intuition,9,2.25,1.67,0.51,10.58,25171
intuitive,9,1.74,1.23,0.55,12.74,20831
invade,6,2.2,3.28,0.56,9.39,11260
invader,7,1.46,4.11,0.4,11.33,17422
invalid,7,1.95,2.48,0.55,10.5,14266
invasion,8,2.64,3.65,0.63,9.33,17872
invasive,8,1.78,2.1,0.57,12.56,13532
invent,6,2.37,2.66,0.45,8.16,15876
invention,9,2.49,3.48,0.61,8.33,27767
inventor,8,2.07,3.82,0.58,8,19996
inventory,9,2.38,3.74,0.58,11.52,20630
inverse,7,1.18,2.27,0.57,14.58,18704
invest,6,2.38,2.47,0.56,12.53,17096
investigate,11,2.69,2.27,0.62,9,31881
investigation,13,3.17,2.52,0.65,9.89,39377
investigator,12,2.49,4.37,0.56,9.32,31606
investment,10,2.7,3.59,0.64,11.39,25763
invisible,9,2.8,2.83,0.59,7.06,17355
invitation,10,2.88,3.65,0.6,6.38,28034
invite,6,3.18,3,0.56,6.79,14480
inviting,8,2.57,1.97,0.55,6.79,25676
invoice,7,1.73,4.37,0.36,14.17,11671
involuntary,11,1.72,1.7,0.51,11.95,19626
involve,7,2.52,2.43,0.64,9.71,10703
involved,8,3.54,2.03,0.69,9.71,15188
inward,6,1.61,2.43,0.52,7.54,11229
ion,3,1.32,3,0.58,13.82,7129
irate,5,1.51,2.36,0.35,11.2,12510
Ireland,7,1.36,#,0.66,#,14364
iris,4,2.43,4.54,0.56,8.96,6457
Irish,5,1.9,#,0.67,#,7752
irk,3,0.78,2.54,0.18,11.33,1094
iron,4,2.96,4.59,0.66,7.32,7573
ironic,6,2.5,1.57,0.55,11.78,11383
ironing,7,1.88,4.1,0.29,#,19905
irony,5,2.37,1.59,0.53,11.4,7729
irrational,10,2.18,1.79,0.52,11.28,25075
irregular,9,2.11,2.43,0.59,9.16,12774
irrelevant,10,2.42,1.5,0.55,11.06,18542
irresponsible,13,2.38,2.04,0.43,9.72,25487
irritable,9,1.88,2.15,0.37,8.67,13932
irritant,8,0.85,3.67,0.34,10.11,14831
irritate,8,1.69,2.43,0.28,9.47,16906
irritated,9,1.85,#,0.44,9.47,21391
irritating,10,2.05,2.1,0.37,8.53,28102
irritation,10,1.52,2.57,0.49,9.84,24402
is,2,5.66,1.59,0.7,5.11,2774
Isaac,5,2.22,#,0.61,#,4979
Islam,5,0.9,2.9,0.62,#,6168
island,6,3.31,4.96,0.67,7.41,10468
islands,7,2.36,#,0.64,7.41,10883
isle,4,1.8,3.89,0.59,9.65,6620
isolate,7,2.17,2.67,0.5,10.6,15449
isolated,8,2.49,2.74,0.63,#,19934
isolation,9,2.2,2.54,0.6,8.94,22945
Israel,6,1.76,#,0.66,#,7718
issue,5,3.24,2.37,0.68,8.6,5608
issues,6,2.98,#,0.68,8.6,10097
it,2,5.98,2.81,0.7,4.4,2192
Italian,7,2.29,#,0.66,#,14484
Italy,5,1.88,#,0.66,#,8677
itch,4,2.33,3.15,0.35,5.05,3948
itchy,5,2.07,3.21,0.49,5.16,4197
item,4,2.8,4.41,0.62,5.68,7598
items,5,2.54,#,0.66,5.68,7795
ivory,5,1.86,4.76,0.56,9.39,4532
ivy,3,2.24,4.5,0.57,#,897
jab,3,2.24,4.11,0.33,8.42,1128
Jack,4,4.11,4.3,0.67,6.96,2528
jackass,7,2.54,3.66,0.33,10,5665
Jackson,7,3.22,#,0.67,#,8156
jagged,6,1.48,3.74,0.43,8.11,6841
jaguar,6,2.09,4.9,0.55,7.78,4685
jail,4,3.56,4.83,0.61,5.74,2473
Jane,4,3.34,#,0.64,#,5880
janitor,7,2.47,4.68,0.44,7.21,11420
January,7,2.53,3.13,0.68,5.52,7912
Japan,5,2.9,4.82,0.67,7.33,5576
Japanese,8,3.12,#,0.67,#,14371
jar,3,2.63,5,0.51,5.44,3087
jargon,6,1.51,2.07,0.47,11.94,8360
Java,4,1.9,3.82,0.59,12.63,972
javelin,7,1.4,4.9,0.44,9.44,13783
jaw,3,2.56,4.87,0.57,5.33,348
jaws,4,2.13,4.46,0.55,5.28,460
jay,3,2.92,3.77,0.63,8.13,545
jazz,4,2.79,3.9,0.64,8.5,300
jealous,7,3.29,2.17,0.58,7.42,9638
jealousy,8,2.47,1.8,0.56,7.61,9865
jeans,5,2.53,5,0.52,5.26,7301
jeep,4,2.72,4.8,0.55,6.32,1691
jelly,5,2.56,4.93,0.5,4.11,5042
jellyfish,9,1.88,4.93,0.45,6.61,9909
jeopardy,8,2.25,1.93,0.48,8.63,5981
jerk,4,3.23,3.26,0.39,8.31,6579
jerky,5,2.07,3.74,0.31,8.94,6672
jest,4,1.84,2.15,0.31,11.21,8201
jester,6,2.07,4.64,0.41,10.28,18758
Jesus,5,3.92,#,0.63,#,6964
jet,3,2.86,4.77,0.62,5.39,1501
Jew,3,2.74,#,0.56,#,456
jewel,5,2.57,4.96,0.57,6.22,2674
jewelry,7,2.75,4.82,0.57,6.67,3333
jewels,6,2.57,#,0.54,6.22,3089
Jewish,6,2.85,3.32,0.66,#,4978
Jews,4,2.72,#,0.63,#,568
jiggle,6,1.8,3.52,0.17,7.48,4953
jiggly,6,0.6,#,0.19,#,3081
jigsaw,6,1.98,4.78,0.44,7.63,2097
jingle,6,2.41,3.7,0.49,5.21,14710
jittery,7,1.34,3.17,0.2,9,14084
jive,4,1.94,2.54,0.46,10.33,2818
jobless,7,1.26,2.89,0.32,8.56,11159
jobs,4,3.15,#,0.64,5.39,727
jock,4,2.66,3.65,0.54,#,1735
jockey,6,2.39,4.59,0.57,8.28,2869
Joe,3,3.82,#,0.66,#,290
jog,3,2.09,3.63,0.32,6.21,650
jogger,6,1.4,4.68,0.16,8.26,8262
John,4,4,3.48,0.68,#,243
join,4,3.63,2.86,0.67,5.83,7389
joined,6,2.93,#,0.67,5.83,14149
joiner,6,1.26,2.92,0.32,11.35,15826
joining,7,2.79,2.73,0.66,5.83,19721
joint,5,3.15,4.37,0.66,9.05,10407
joints,6,2.29,#,0.56,9.05,11413
joke,4,3.57,2.9,0.59,5.2,1271
joker,5,2.37,3.93,0.56,6.55,7433
jokes,5,3.02,#,0.58,5.2,5760
jolly,5,2.58,2.34,0.49,6.6,4603
jolt,4,1.85,3.41,0.29,9.44,1813
Joseph,6,3.01,#,0.66,#,4246
jot,3,1.58,3.3,0.18,8.17,1049
journal,7,2.66,4.63,0.65,8.5,8137
journalism,10,2.29,2.37,0.6,10.35,14170
journalist,10,2.49,4.04,0.63,10.11,17209
journey,7,3.01,2.57,0.65,7.67,6157
joy,3,3.16,2.37,0.62,6.74,283
joyful,6,1.89,2.12,0.42,7.05,1740
joyous,6,1.85,2.19,0.39,7.35,3514
joystick,8,1.2,4.74,0.45,9.29,12093
Judaism,7,1.48,#,0.58,#,5275
judge,5,3.61,3.75,0.65,8.85,1886
judgement,9,2.28,#,0.56,#,11472
judo,4,1.7,4.32,0.54,10.67,1125
jug,3,2.13,4.96,0.42,5.83,497
juggle,6,1.88,4.04,0.27,6.39,4588
juicy,5,2.34,3.96,0.39,4.84,3084
July,4,2.79,2.93,0.68,#,2759
jumble,6,1.23,3,0.26,7.74,5836
jumbo,5,2.16,3.24,0.42,7.78,2004
jump,4,3.55,4.52,0.62,2.84,1688
jumper,6,2.07,4.03,0.5,7,9513
jumping,7,2.86,#,0.59,2.84,13323
jumpy,5,2.2,2.63,0.2,8.11,1773
junction,8,2.18,3.96,0.6,11.68,16464
June,4,2.98,3.4,0.68,#,4311
jungle,6,3.06,4.66,0.6,5.26,9807
junior,6,3.26,3.5,0.65,7.11,8816
junkie,6,2.43,3.85,0.35,12.68,4001
Jupiter,7,2.32,#,0.57,#,14140
jury,4,3.34,4.64,0.61,11.05,2168
just,4,5.38,1.52,0.7,7.01,5213
justice,7,3.28,1.45,0.66,9.47,13914
justify,7,2.41,1.45,0.57,10.4,10607
juvenile,8,2.42,3.31,0.58,11.63,12292
kangaroo,8,2.08,4.86,0.5,5.55,14164
Kansas,6,2.79,#,0.63,#,7641
karate,6,2.59,4.14,0.56,7.75,14765
karma,5,2.25,1.93,0.53,13.67,5342
kayak,5,1.43,4.7,0.44,8.8,982
keen,4,2.36,1.61,0.61,10.7,5584
keeper,6,2.32,3,0.58,8.13,10267
keeping,7,3.42,2.19,0.66,4.42,14077
keg,3,2.25,4.75,0.34,13.41,1332
kept,4,3.66,2.79,0.68,4.42,1935
kernel,6,1.56,4.21,0.57,8.74,11542
kerosene,8,1.83,4.96,0.48,10.95,18170
ketchup,7,2.49,5,0.43,4.3,4703
kettle,6,2.16,4.75,0.47,8.06,6760
key,3,3.65,4.89,0.69,3.58,1134
keyboard,8,1.97,4.93,0.59,9.32,5957
keys,4,3.42,#,0.62,3.58,1368
khaki,5,1.63,4.19,0.42,9.89,1913
kid,3,4.24,4.56,0.62,4.28,1272
kidding,7,3.83,1.82,0.28,4.28,14169
kidnap,6,2.52,3.83,0.56,7.44,3636
kidnapper,9,2.32,4.29,0.35,7.55,11967
kidnapping,10,2.79,3.47,0.56,8.42,15777
kidney,6,2.7,4.96,0.57,9.33,3847
kids,4,4.19,4.61,0.64,3.86,1687
kill,4,4.36,3.9,0.65,6.35,3475
killed,6,4.17,#,0.66,6.35,11376
killer,6,3.51,3.31,0.62,6.48,13053
killing,7,3.6,3.43,0.65,6.35,17037
kiln,4,1.3,4.82,0.47,10.69,1907
kilo,4,1.91,3.17,0.31,11.94,3327
kilogram,8,0.6,4.14,0.43,11.32,8636
kilometer,9,1.32,4.07,0.56,8.61,18196
kilt,4,1.51,4.71,0.34,8.21,2229
kimono,6,1.75,4.43,0.37,11.37,7681
kin,3,2.34,4.1,0.53,7.83,7321
kind,4,4.48,2.07,0.68,4.89,9083
kindergarten,12,2.29,3.9,0.58,4.38,30945
kindle,6,1,3.74,0.3,12.36,12811
kindly,6,2.73,1.93,0.47,#,10939
kindness,8,2.66,1.74,0.54,6.26,17482
kinetic,7,1.52,2.24,0.56,13.65,18019
king,4,3.82,4.1,0.68,5.42,11240
kings,5,2.66,#,0.65,5.42,11513
kink,4,1.54,3.57,0.28,10.85,7607
kinky,5,2.19,2.31,0.34,12.8,7700
kiosk,5,1.38,4.58,0.42,11,4005
kiss,4,3.79,4.48,0.61,3.61,4756
kisses,6,2.6,#,0.56,3.61,11276
kissing,7,3.08,4.52,0.56,3.61,17268
kit,3,2.96,4.47,0.61,6.55,2603
kitchen,7,3.47,4.97,0.61,3.68,9924
kite,4,2.07,5,0.53,4.58,6998
kitten,6,2.38,4.86,0.46,3.64,11486
kittens,7,1.92,#,0.38,3.64,13342
kitty,5,3.14,4.97,0.57,3.54,3977
kiwi,4,1.61,4.86,0.43,7.56,874
Kleenex,7,1.9,4.92,0.19,#,11118
knapsack,8,1.53,4.9,0.23,11.17,5853
knee,4,2.88,5,0.58,4.42,3250
kneel,5,2.44,4.31,0.33,6.95,4984
knew,4,4.28,1.63,0.65,4.5,2689
knickers,8,1.82,4.54,0.27,9.94,13386
knife,5,3.38,4.9,0.59,4.15,2697
knight,6,3.14,4.79,0.64,6.26,3252
knights,7,2.59,#,0.62,6.26,4258
knit,4,1.99,4.41,0.37,7.86,3800
knitting,8,2.06,4.14,0.45,7.25,20063
knives,6,2.55,#,0.56,4.15,8886
knob,4,2.1,4.75,0.49,4.68,1263
knock,5,3.52,4.24,0.56,4.63,2495
knot,4,2.28,4.87,0.54,6.05,1809
knowing,7,3.36,1.59,0.63,4.5,12872
knowledge,9,3.12,1.73,0.67,7.68,10925
knowledgeable,13,1.61,1.92,0.51,9.95,18342
koala,5,1.51,4.77,0.33,6,5542
Korea,5,2.81,#,0.64,#,9150
kosher,6,2.14,3.07,0.45,13.29,10090
label,5,2.55,4.46,0.65,6.1,5617
labor,5,2.79,3.08,0.65,8.28,6543
laboratory,10,2.52,4.46,0.63,8.72,18588
laborer,7,1.38,4.28,0.38,12.72,17247
Labrador,8,1.45,4.35,0.57,#,11103
labyrinth,9,1.62,4.22,0.48,10.53,17267
lace,4,2.28,4.85,0.5,6.44,5115
laces,5,1.65,#,0.31,6.44,9604
lack,4,2.96,2.04,0.67,8.28,4425
lacking,7,2.11,#,0.62,8.28,15665
lacquer,7,1.36,4.28,0.4,13.19,10615
lactose,7,1.49,4.18,0.45,13.06,8864
lad,3,2.87,4.28,0.52,7.35,3070
ladder,6,2.68,5,0.57,4.4,12039
ladies,6,3.85,4.6,0.61,3.68,10689
ladle,5,1.59,4.9,0.24,9.83,6798
lady,4,4.04,4.33,0.66,3.68,3220
